vote,better,bornuk,sex,age,educ
2,7,0,0,22,3
2,6,0,1,30,2
2,5,0,1,29,2
2,0,0,0,51,1
2,4,0,0,36,3
2,9,0,0,56,3
2,4,0,0,61,3
2,7,0,0,33,2
2,8,0,1,26,2
2,8,0,1,32,3
2,5,0,0,77,1
2,5,0,1,51,3
2,9,0,1,35,1
2,2,0,0,89,2
2,8,0,0,51,2
3,10,0,1,69,3
3,10,0,1,45,2
3,6,0,0,42,3
3,5,0,0,83,2
3,8,0,0,72,3
3,3,0,0,33,2
3,,0,1,62,2
3,5,0,1,83,2
3,10,0,1,49,2
3,8,0,1,86,1
3,8,0,1,54,2
3,10,0,1,54,3
3,7,0,1,54,3
3,6,1,1,,1
3,9,0,1,68,3
3,9,0,1,37,3
3,6,0,0,77,
3,6,0,1,68,2
3,6,0,1,64,2
3,5,0,1,50,2
3,7,0,1,56,3
3,7,0,0,64,3
3,8,0,0,40,3
3,5,0,0,35,1
3,5,0,1,30,2
3,10,1,1,80,1
3,5,0,0,62,1
3,10,1,1,64,3
3,6,0,1,73,3
3,10,0,1,69,3
3,9,0,1,55,3
3,5,0,1,81,2
3,6,0,0,28,3
3,5,0,0,71,2
3,4,0,0,39,3
3,10,0,0,69,2
3,7,0,1,70,1
3,9,0,0,32,2
3,7,0,0,41,3
3,5,0,1,42,2
3,9,0,1,51,2
3,9,1,0,59,3
3,8,0,0,80,3
3,7,1,0,48,1
3,5,0,1,47,2
3,7,0,1,43,2
3,5,0,1,78,2
3,7,0,1,38,3
3,8,0,0,72,3
3,2,0,0,28,1
3,1,0,1,52,1
3,7,0,1,40,3
3,0,0,0,56,2
3,5,0,0,36,1
3,8,0,1,49,2
3,7,1,1,62,2
3,5,0,1,46,2
3,4,0,0,79,1
3,5,0,0,67,1
3,8,1,1,62,3
3,9,0,1,25,1
3,10,0,1,27,2
3,8,0,0,66,3
3,0,0,1,69,1
3,5,1,1,39,2
3,3,1,0,68,1
3,8,0,1,59,2
3,3,0,1,51,3
3,4,0,1,59,2
3,6,0,0,63,3
3,10,0,0,53,1
3,8,0,1,24,3
3,9,0,1,74,2
3,2,0,0,75,3
3,3,0,1,71,1
3,9,0,0,71,1
3,6,0,0,40,2
3,4,0,1,86,1
3,8,0,0,51,2
3,7,0,0,39,3
3,3,0,1,46,2
3,2,0,0,72,3
3,8,0,0,27,2
3,5,1,0,38,2
3,8,0,0,46,3
3,6,0,1,68,3
3,7,0,0,47,3
3,8,0,0,62,2
3,7,0,1,66,2
3,0,0,0,63,2
3,1,0,0,36,2
3,7,0,0,61,3
3,0,0,0,21,2
3,7,0,1,64,2
3,10,0,1,51,3
3,5,0,1,28,1
3,5,0,0,56,2
3,10,1,0,59,1
3,10,0,0,65,3
3,2,0,1,82,1
3,2,0,1,57,1
3,10,0,1,60,2
3,8,0,1,55,2
3,10,0,1,55,2
3,7,0,1,56,2
3,10,0,1,46,2
3,2,0,0,63,1
3,8,0,1,37,2
3,8,0,0,23,3
3,3,0,1,70,1
3,7,0,1,47,3
3,6,0,1,63,3
3,8,0,0,56,3
3,6,0,0,69,2
3,5,0,1,67,1
3,5,0,0,74,2
3,5,0,1,49,3
3,9,0,0,47,3
3,6,0,0,83,3
3,7,0,1,72,1
3,8,0,1,69,3
3,4,0,1,88,1
3,10,1,1,30,2
3,8,0,1,80,3
3,7,0,0,70,
3,6,0,1,31,3
3,7,0,0,69,1
3,5,0,0,81,
3,6,0,1,33,2
3,3,0,0,54,2
3,8,0,1,60,2
3,10,0,0,66,3
3,5,0,1,72,2
3,10,0,1,44,3
3,9,0,0,54,3
3,3,0,0,65,3
3,5,0,0,69,2
3,5,0,0,64,1
3,3,0,0,53,2
3,5,0,1,56,2
3,0,0,0,47,1
3,5,1,1,45,3
3,10,0,0,29,3
3,5,0,1,51,3
3,5,0,0,57,2
3,8,0,0,58,1
3,8,0,0,70,3
3,9,0,0,29,3
3,8,0,1,34,3
3,8,0,1,59,2
3,8,0,0,20,2
3,8,0,1,50,2
3,8,0,0,69,2
3,8,1,1,56,3
3,7,0,0,69,3
3,9,0,1,83,2
3,8,0,1,53,3
3,5,0,1,67,2
3,6,0,0,58,3
3,7,0,1,43,3
3,10,0,0,26,2
3,5,0,1,28,3
3,9,0,0,32,3
3,7,0,1,62,3
3,0,0,1,32,2
3,8,0,1,74,2
3,6,0,1,48,1
3,8,0,0,71,3
3,7,0,1,62,2
3,2,0,1,54,2
3,5,0,1,51,1
3,8,0,1,53,1
3,7,0,0,56,3
3,7,0,0,43,3
3,8,0,1,48,2
3,9,0,0,46,2
3,3,0,1,48,1
3,5,0,1,36,3
3,7,0,0,64,
3,5,0,0,57,2
3,,0,1,49,3
3,4,0,0,71,3
3,8,0,0,33,2
3,8,0,1,54,1
3,8,0,0,71,2
3,6,0,0,83,
3,9,0,0,62,3
3,3,0,1,50,2
3,7,0,1,57,1
3,5,0,1,43,2
3,8,1,1,40,1
3,5,0,1,65,1
3,2,0,0,66,1
3,9,0,0,61,3
3,8,0,0,32,2
3,9,0,1,58,3
3,2,0,0,54,1
3,5,0,1,27,1
3,6,0,1,49,2
3,6,0,1,26,3
3,,0,0,51,3
3,5,0,1,37,1
3,0,0,0,71,2
3,3,0,1,59,1
3,5,0,1,58,2
3,1,0,1,73,1
3,8,0,0,72,2
3,0,0,0,42,1
3,8,0,1,35,2
3,8,0,0,72,2
3,10,1,1,70,3
3,10,0,1,56,2
3,3,0,0,80,1
3,9,0,0,46,3
3,3,0,1,69,1
3,3,0,1,43,2
3,8,0,1,35,3
3,3,0,0,77,2
3,7,0,0,63,1
3,4,0,0,82,2
3,6,0,1,45,3
3,4,0,1,35,2
3,4,0,1,67,2
3,8,0,0,70,3
3,8,0,0,90,1
3,5,0,1,46,2
3,3,0,1,29,3
3,8,0,0,63,2
3,9,0,1,35,3
3,1,0,1,54,1
3,3,0,1,47,2
3,3,0,1,61,1
3,10,0,1,44,3
3,1,0,0,56,3
3,4,0,0,59,1
3,7,0,0,42,2
3,2,0,1,22,3
3,8,0,1,45,3
3,7,0,0,57,2
3,8,0,1,30,3
3,8,0,0,38,2
3,6,0,1,71,
3,8,0,1,59,2
3,8,0,1,90,1
3,5,0,0,34,3
3,7,0,1,55,3
3,8,0,1,38,3
3,4,0,0,59,2
3,0,0,1,67,2
3,5,0,0,66,2
3,10,1,1,37,2
3,10,0,1,59,3
3,7,0,1,71,2
3,7,0,1,31,3
3,8,1,1,51,2
3,9,0,1,32,3
3,5,0,0,66,3
3,10,1,0,80,3
3,7,1,1,39,2
3,3,0,1,62,2
3,8,0,0,69,
3,3,0,1,55,2
3,6,0,1,85,2
3,9,0,1,45,3
3,5,0,0,71,2
3,0,0,0,61,3
3,10,0,1,54,2
3,2,0,0,69,1
3,7,0,1,82,2
3,7,0,1,43,2
3,6,0,1,85,1
3,5,0,0,35,2
3,5,0,0,72,2
3,7,0,0,71,2
3,8,0,0,83,
3,3,1,1,90,1
3,5,0,1,42,3
3,,0,1,75,1
3,8,0,0,44,2
3,7,0,1,47,3
3,8,0,1,56,2
3,7,0,0,78,2
3,3,0,1,66,2
3,7,0,0,67,2
3,,0,1,52,3
3,8,0,0,45,2
3,8,1,0,56,3
3,7,0,1,35,3
3,10,1,1,32,1
3,2,0,1,42,3
3,8,0,1,62,3
3,6,0,1,31,3
3,5,0,0,75,3
3,6,0,1,64,1
3,4,0,1,50,3
3,5,0,1,83,1
3,2,0,1,30,3
3,7,0,0,55,3
3,7,0,0,64,3
3,3,0,0,31,1
3,0,0,1,76,1
3,6,0,1,74,
3,5,0,1,46,2
3,8,0,1,67,1
3,8,0,1,38,3
3,5,0,1,87,2
3,5,0,1,63,2
3,5,0,0,40,2
3,2,0,1,72,2
3,10,0,1,38,3
3,5,0,0,75,1
3,7,0,0,61,1
3,7,0,1,60,2
3,4,0,1,51,3
3,5,0,1,87,3
3,4,0,0,53,2
3,8,1,0,46,2
3,8,0,1,55,2
3,5,0,0,81,3
3,8,0,1,76,2
3,5,0,1,58,2
3,1,0,0,66,2
3,8,0,1,28,2
3,2,0,0,57,2
3,0,0,0,59,2
3,,0,1,63,1
3,4,1,1,38,2
3,8,0,0,31,
3,8,0,0,58,2
3,3,0,1,36,1
3,6,0,1,61,1
3,3,0,1,63,1
3,5,0,0,75,2
3,6,0,0,26,2
3,5,0,1,89,1
3,8,1,0,38,3
,3,0,0,54,2
,5,0,1,33,2
,9,0,1,32,3
,10,0,1,23,2
,6,0,1,17,1
,5,1,1,48,2
,5,0,0,39,1
,5,0,0,26,2
,6,0,0,37,2
,10,1,0,52,3
,10,1,0,19,2
,7,0,1,76,1
,8,1,1,77,3
,4,0,0,71,1
,6,1,0,27,1
,6,1,0,32,3
,9,0,1,20,1
,2,0,0,67,1
,7,0,1,24,2
,7,1,0,31,1
,2,1,1,28,2
,5,0,1,52,1
,3,0,1,50,3
,5,0,0,28,1
,5,0,1,56,2
,10,1,0,56,3
,5,0,1,33,1
,9,1,1,25,3
,7,1,0,32,1
,3,0,0,56,2
,8,0,0,38,1
,8,0,0,33,2
,,0,1,33,1
,5,1,0,18,1
,2,0,0,84,1
,5,0,1,56,1
,4,0,1,57,1
,7,1,0,26,2
,9,1,0,42,3
,5,0,1,52,2
,8,0,0,89,1
,0,0,1,74,1
,3,0,0,57,1
,8,0,0,31,2
,5,0,0,47,2
,0,0,0,69,2
,7,0,0,38,2
,5,0,0,62,3
,8,0,0,68,2
,9,0,0,58,2
,8,0,1,38,2
,4,0,0,62,2
,5,0,0,55,2
,3,0,0,16,1
,7,1,0,27,3
,5,0,1,86,1
,3,0,1,17,1
,0,0,1,55,1
,,0,0,41,2
,7,0,1,31,2
,8,1,1,56,2
,7,1,1,31,3
,5,0,0,58,1
,,1,1,25,3
,3,0,0,56,1
,8,1,0,50,3
,2,0,0,81,1
,7,1,1,31,1
,5,0,1,29,2
,4,0,1,41,1
,5,1,0,39,1
,8,0,0,17,2
,4,0,1,49,2
,6,0,1,56,2
,5,0,1,16,1
,10,0,1,17,1
,5,0,0,18,2
,7,1,0,54,3
,9,1,0,19,1
,5,1,0,36,2
,0,0,1,41,1
,6,1,1,30,2
,6,0,1,39,2
,7,1,1,35,2
,2,0,0,59,2
,4,0,0,56,2
,0,0,0,54,1
,2,0,1,22,3
,9,1,1,43,3
,5,0,1,28,2
,7,1,1,41,3
,3,0,1,60,1
,2,0,1,18,2
,5,0,0,24,2
,7,0,0,17,1
,3,0,1,28,2
,7,1,1,47,3
,5,1,1,37,1
,4,0,1,27,2
,8,1,0,29,3
,9,0,1,18,2
,7,0,1,31,1
,9,0,1,58,1
,5,0,0,28,1
,2,0,0,57,2
,1,0,0,32,2
,5,1,1,49,3
,7,1,1,39,1
,8,1,1,28,3
,0,0,1,74,1
,9,1,1,35,1
,9,0,1,17,1
,8,0,0,21,2
,3,0,1,70,1
,7,0,0,71,3
,9,0,1,18,2
,6,0,1,33,2
,8,1,0,18,2
,7,0,1,17,2
,10,1,0,22,3
,5,0,1,38,2
,5,0,0,15,1
,7,0,0,52,2
,8,1,0,63,1
,2,0,1,45,1
,1,0,1,22,1
,3,0,0,60,1
,8,0,1,58,3
,6,0,0,30,2
,0,0,0,42,2
,6,0,1,15,1
,5,0,0,19,1
,8,1,1,28,1
,4,0,1,49,2
,8,1,0,56,3
,3,0,0,43,2
,5,0,1,36,2
,5,0,0,48,3
,5,1,0,30,3
,2,0,1,81,1
,7,0,1,29,2
,2,0,1,47,2
,,0,0,,1
,2,0,1,57,2
,4,0,1,34,2
,1,0,1,64,1
,5,1,1,32,3
,0,0,1,53,2
,5,0,0,66,3
,8,1,1,30,2
,6,0,0,24,2
,7,0,1,69,1
,10,1,1,38,2
,,1,0,27,2
,7,1,0,34,2
,0,0,1,54,2
,7,1,0,36,2
,8,1,0,,3
,0,0,1,49,2
,1,1,1,30,3
,7,0,0,80,1
,8,1,0,28,1
,7,0,0,48,2
,5,1,1,33,3
,5,0,0,41,2
,1,0,0,40,1
,1,0,1,39,1
,7,1,1,49,3
,5,1,0,27,1
,4,0,1,77,1
,4,0,1,56,1
,2,0,0,54,1
,5,1,0,21,2
,5,1,1,26,3
,9,0,1,30,1
,1,0,1,23,1
,10,1,0,48,3
,7,0,0,15,1
,7,1,0,31,3
,7,0,0,53,3
,7,1,0,36,2
,6,1,1,36,3
,10,1,0,51,2
,2,1,0,42,3
,6,0,1,19,1
,,0,1,82,1
,,0,0,51,1
,7,0,1,31,2
,7,0,1,26,3
,7,1,0,32,3
,6,0,0,17,
,7,0,0,27,2
,5,0,0,49,1
,7,0,0,21,2
,5,0,1,58,3
,4,0,0,,1
,5,1,1,31,2
,5,0,0,36,2
,10,1,1,36,3
,5,0,1,52,2
,8,0,1,46,2
,3,1,0,46,3
,1,0,0,41,1
,2,0,1,54,
,9,1,1,50,2
,1,0,1,28,2
,8,0,1,54,2
,6,0,0,21,1
,1,0,0,63,1
,9,1,1,29,3
,3,0,1,49,2
,7,0,0,24,2
,6,1,1,33,2
,5,0,0,53,1
,1,0,0,52,1
,2,0,1,19,1
,5,0,1,41,2
,5,1,1,48,1
,3,0,1,27,1
,6,1,1,39,2
,6,0,0,58,2
,1,0,0,26,3
,6,0,1,62,1
,5,1,1,25,1
,0,0,0,21,1
,3,0,0,38,3
,5,1,0,40,2
,5,0,0,20,1
,5,0,1,19,2
,4,0,0,55,1
,7,0,1,54,2
,5,0,1,72,2
,1,0,0,76,1
,9,1,1,30,3
,8,1,1,19,1
,4,0,0,50,1
,5,0,1,51,2
,5,0,1,34,2
,3,0,0,68,1
,7,1,1,,3
,5,0,1,29,1
,5,1,1,32,1
,5,0,0,44,2
,8,0,1,41,2
,9,1,1,38,3
,7,0,0,20,2
,6,1,1,40,
,10,0,0,51,2
,5,0,1,22,3
,0,0,1,90,1
,7,0,0,76,1
,6,1,0,90,1
,7,1,1,47,1
,9,1,0,47,3
,5,1,0,42,3
,9,0,1,18,2
,6,0,0,29,2
,9,0,1,45,3
,2,0,1,34,2
,10,1,1,44,2
,6,0,0,31,3
,4,0,0,16,1
,7,1,0,56,2
,5,0,1,56,1
,0,1,1,71,2
,5,0,0,60,2
,7,1,1,35,3
,2,0,0,35,1
,10,1,0,63,1
,9,1,1,33,1
,7,0,0,61,1
,6,0,0,58,1
,4,0,1,69,2
,5,0,0,18,1
,3,0,1,30,2
,3,0,0,42,2
,2,0,0,47,2
,5,0,0,51,2
,6,0,0,22,2
,3,0,0,54,1
,9,1,1,33,2
,6,0,1,74,2
,10,1,1,37,3
,4,0,0,52,2
,0,0,1,59,1
,1,0,0,58,1
,7,1,1,28,1
,5,0,1,68,
,5,1,1,48,3
,8,1,1,43,3
,5,0,1,48,2
,0,0,1,51,1
,1,0,1,50,1
,4,1,0,43,3
,3,0,0,66,1
,8,1,0,23,1
,3,0,0,68,2
,5,0,0,45,3
,0,0,0,53,1
,4,0,1,54,1
,1,0,1,63,2
,10,0,1,44,3
,3,0,1,43,2
,8,0,1,31,2
,9,1,1,30,3
,8,1,1,30,3
,10,1,1,57,1
,0,0,0,47,1
,3,0,1,60,2
,5,0,1,21,1
,5,0,1,77,1
,5,0,0,28,2
,10,0,1,40,3
,5,0,1,43,3
,7,1,1,45,3
,5,0,1,65,2
,8,1,0,35,2
,2,0,1,66,1
,5,0,0,53,2
,4,0,1,40,2
,0,0,1,30,1
,6,0,1,38,3
,4,0,1,36,2
,9,0,1,18,2
,8,0,0,56,1
,5,0,0,19,2
,5,1,1,31,3
,3,0,0,38,2
,5,1,1,70,1
,8,0,1,26,3
,5,1,0,36,3
,9,1,0,41,3
,6,1,1,56,3
,0,0,1,16,3
,7,0,1,19,2
,5,1,1,39,1
,5,0,1,34,1
,7,0,0,21,3
,4,0,1,50,1
,10,1,1,36,3
,0,0,1,39,1
,10,1,1,23,2
,10,1,0,32,2
,0,0,1,25,1
,8,1,1,77,2
,6,0,1,65,1
,7,1,1,30,
,3,0,1,53,1
,5,0,0,48,3
,0,0,1,54,2
,1,0,0,53,1
,9,0,0,50,2
,7,0,0,26,2
,5,0,1,17,1
,5,0,1,45,2
,8,0,1,17,1
,5,0,0,20,1
,7,1,0,54,3
,8,0,0,40,3
,5,0,0,70,1
,8,0,0,19,2
,5,0,1,51,2
,2,0,1,62,1
,9,1,1,32,3
,6,0,0,18,2
,2,0,1,68,2
,3,0,1,26,3
,9,0,1,44,1
,8,0,1,71,
,7,0,1,16,1
,3,0,0,21,2
,5,1,1,55,2
,8,0,1,31,1
,1,0,0,30,1
,2,0,1,85,1
,,0,1,33,2
,2,1,0,83,2
,9,0,0,52,3
,4,0,1,37,2
,7,0,0,83,1
,6,0,1,27,1
,7,1,1,29,3
,3,0,1,22,1
,5,0,0,38,1
,4,0,1,55,1
,5,0,1,28,1
,5,0,0,39,2
,5,0,1,26,2
,8,1,1,39,2
,8,1,1,23,3
,10,1,1,20,
,5,0,1,41,3
,10,0,0,64,2
,8,0,0,36,3
,1,0,1,36,1
,3,0,0,45,1
,2,0,1,22,1
,8,0,1,18,1
,3,0,0,50,1
,3,0,1,45,3
,0,0,1,19,1
,7,0,0,49,1
,6,0,0,39,2
,6,1,1,25,2
,1,0,1,74,1
,2,1,0,54,3
,3,0,0,24,2
,7,0,1,16,1
,2,0,1,49,1
,5,0,0,77,2
,8,0,1,23,2
,2,0,1,53,2
,2,0,0,38,2
,4,0,1,25,2
,6,0,0,44,2
,7,0,1,39,3
,8,1,1,55,3
,7,1,1,40,3
,6,0,1,52,3
,,0,0,47,2
,0,0,0,28,1
,7,0,0,49,1
,4,0,0,38,1
,10,1,0,38,3
,6,1,0,23,1
,7,0,0,27,2
,7,0,1,52,1
,3,0,0,31,1
,0,0,1,50,2
,0,0,0,36,2
,5,0,0,16,2
,10,0,0,18,2
,5,0,1,73,1
,1,0,1,31,3
,,0,1,32,3
,7,0,1,17,2
,8,1,1,52,2
,2,0,1,33,2
,5,1,1,21,3
,5,0,1,35,2
,6,1,0,36,
,4,0,1,80,1
,5,0,1,34,2
,1,0,0,57,2
,5,0,0,56,1
,4,0,1,87,2
,9,1,0,41,1
,0,0,1,70,2
,5,1,1,47,3
,7,1,0,39,3
,5,0,1,18,2
,5,0,0,30,1
,0,0,0,63,2
,4,0,1,71,1
,5,0,0,20,1
,0,0,1,55,1
,5,0,0,38,2
,7,0,0,15,1
,3,0,0,38,2
,7,1,0,33,3
,7,0,1,41,2
,8,1,1,36,1
,9,0,0,58,2
,8,1,0,38,
,10,0,1,15,1
,5,0,1,30,3
,4,1,1,80,1
,10,1,1,47,1
,5,0,1,34,2
,1,0,1,41,2
,5,1,1,79,2
,5,1,0,23,
,0,1,1,49,2
,5,0,1,44,3
,5,0,0,76,1
,4,0,0,26,2
,3,0,1,49,1
,7,0,1,39,2
,7,0,1,27,2
,5,0,0,69,2
,6,0,1,33,2
,3,1,0,23,2
,9,1,0,30,3
,5,0,0,33,2
,6,1,1,17,1
,9,0,0,16,1
,5,0,1,17,1
,7,0,1,39,1
,,0,1,39,2
,5,0,0,52,2
,7,1,0,25,3
,5,0,1,35,1
,5,0,1,17,2
,7,1,0,24,3
,5,0,1,15,1
,7,0,1,26,2
,3,0,0,31,2
,3,0,1,19,2
,5,0,0,26,1
,4,0,1,44,2
,4,0,1,18,1
,0,0,1,19,1
,7,1,1,37,3
,6,0,1,90,1
,8,1,1,25,3
,5,0,1,78,2
,1,0,0,30,1
,0,1,0,56,1
,9,1,1,34,1
,5,0,0,26,1
,7,1,1,35,3
,0,0,1,18,1
,9,0,0,18,2
,2,0,1,39,2
,5,0,1,33,2
,5,0,1,70,1
,7,0,0,36,2
,9,0,1,33,3
,2,0,1,77,1
,5,0,1,18,2
,8,0,1,63,1
,5,0,0,49,3
,0,0,1,32,2
,6,0,1,80,2
,,1,0,44,2
,10,1,0,39,3
,0,0,1,70,1
,10,1,1,61,
,5,0,1,15,1
,6,1,1,29,2
,5,0,0,19,
,5,0,0,33,2
,3,0,0,32,1
,3,0,0,66,2
,2,0,1,31,1
,8,1,0,23,2
,8,1,1,36,2
,8,0,1,83,1
,5,0,1,36,2
,1,0,1,22,
,3,1,1,40,3
,9,1,1,32,3
,9,0,0,85,1
,7,0,1,89,2
,1,0,1,58,1
,5,0,1,30,2
,5,0,1,56,2
,5,0,0,74,2
,5,0,1,65,2
,4,0,0,49,1
,10,0,1,81,1
,7,0,1,72,2
,5,0,1,45,3
,9,0,1,69,2
,6,0,1,49,2
,5,0,0,76,3
,6,0,1,56,3
,8,0,0,72,3
,5,0,0,54,2
,5,0,0,72,3
,4,0,0,67,1
,6,0,1,79,2
,8,0,1,50,3
,1,0,1,78,1
,8,0,1,55,2
,7,0,1,72,1
,6,0,1,66,3
,5,0,1,36,2
,8,0,1,51,3
,10,0,1,42,3
,5,0,0,63,2
,5,0,0,35,2
,,0,1,78,1
,7,0,0,34,1
,0,0,1,28,2
,7,1,0,46,3
,2,0,1,58,
,0,0,1,77,1
,0,0,1,58,1
,5,0,0,58,1
,10,0,1,72,
,2,0,1,67,1
,7,0,1,29,2
,4,0,0,63,2
,5,0,1,87,3
,10,0,1,67,3
,,0,1,65,3
,9,0,1,41,3
,8,0,0,,3
,6,0,0,59,2
,7,0,0,76,3
,8,1,0,38,3
,8,0,1,,3
,6,0,0,75,
,5,0,1,88,2
,5,0,0,40,2
,5,0,1,60,1
,0,0,0,84,1
,8,0,1,60,3
,5,0,0,26,1
,4,0,1,87,2
,5,0,0,59,1
,7,0,0,49,2
,3,0,1,67,1
,2,0,1,69,3
,10,0,1,39,3
,7,0,1,36,3
,7,0,1,48,2
,6,0,0,29,2
,0,0,1,52,3
,8,0,1,70,2
,3,0,0,63,2
,0,0,0,78,3
,1,0,0,76,2
,2,0,1,61,2
,6,0,1,69,2
,5,0,1,28,2
,7,0,0,85,
,6,0,0,84,
,6,0,1,51,2
,5,0,1,47,3
,4,1,1,36,2
,5,0,1,90,2
,6,0,0,58,1
,8,1,0,40,1
,8,0,0,55,2
,5,0,1,31,2
,10,0,0,42,3
,10,0,0,45,1
,4,0,1,27,1
,3,0,1,42,2
,6,0,1,49,3
,7,1,0,61,3
,5,0,1,76,1
,1,0,1,71,2
,8,0,1,30,1
,1,0,1,33,2
,7,0,1,61,3
,9,0,1,65,2
,7,1,1,39,2
,9,0,1,46,3
,1,1,1,31,1
,7,0,1,36,3
,6,0,1,32,2
,8,0,1,41,2
,7,0,0,41,3
,8,0,0,67,3
,7,0,1,35,3
,4,0,0,64,2
,2,1,1,85,1
,4,0,1,31,1
,5,0,0,77,1
,5,0,1,68,1
,5,0,0,33,2
,4,0,0,53,3
,7,0,1,26,2
,5,0,1,33,2
,5,0,0,70,2
,9,0,1,32,3
,5,0,1,69,1
,5,0,1,34,2
,2,0,0,23,1
,0,0,1,54,2
